1_name_lt;Dermesztô fagy
1_tooltip_lt;Minden körben, a kör kezdetén 2-vel sebzi az ezen a soron tartózkodó leggyengébb egységet.
100_fluff;A Kontinensen nem mindenki szolgál királyokat, királynôket, hercegeket vagy császárokat. Azonban azt sem állíthatjuk, hogy ne lehetne ôket meggyôzni egy súlyos erszénnyi arannyal. Végtére is, mindenkinek megvan az ára.
100_name;Semleges
101_fluff;Szörnyek garmadája, az alghúloktól a zeúglokig. Láttukra mind megremegnek, legyenek akár Észak népei, akár Nilfgaardé.
101_name;Szörnyek
102_fluff;Az erôs Nilfgaardi Birodalom addig nem nyugszik, amíg nem a fekete-arany lobogói lengenek az egész Kontinens fölött. Ha az elmúlt évek eseményeibôl mármilyen következtetés levonható, akkor elôbb-utóbb ez bekövetkezik.
102_name;Nilfgaard
103_fluff;Királyságok, hercegségek, díszfelvonulások... Észak birodalmai számosak és változatosak. Ám nincs arra idejük, hogy egymással torzsalkodjanak, ugyanis a Nilfgaardi Birodalom hatalmával szemben csak egyesült erôvel van esélyük.
103_name;Északi Királyságok
104_fluff;Ellenállók, akik a másfajúak jogaiért harcolnak. Hogy elérjék céljukat, nem riadnak vissza semmilyen eszköz alkalmazásától, ezáltal változtatva a Kontinens összes erdejét csatattérré... És temetôkké.
104_name;Scoia'tael
105_fluff;Ádáz harcosok, akik nem félik sem a hideget, sem a halált. Azért nekik is vannak gyengeségeik... Úgy mint a mézsör, az éneklés, és a szalmában hancúrozás.
105_name;Skellige
113302_fluff;A legjobb dolog a fagyban? Hogy az elesettek hullái nem indulnak oszlásnak olyan hamar.
113302_name;Dermesztô fagy
113302_tooltip;Minden körben, a kör kezdetén 2-vel sebzi az ezen a soron tartózkodó leggyengébb egységet.
113305_fluff;Egy jó parancsnok minden vágya,... egy rossznak pedig a rémálma.
113305_name;Átláthatatlan köd
113305_tooltip;Minden körben, a kör kezdetén 2-vel sebzi az ezen a soron tartózkodó legerôsebb egységet.
16384_name_lt;Tûz +
16384_tooltip_lt;Minden körben, a kör kezdetén az ezen a soron tartózkodó minden egység 66%-nyi eséllyel sebzôdik 2-vel.
2_name_lt;Átláthatatlan köd
2_tooltip_lt;Minden körben, a kör kezdetén 2-vel sebzi az ezen a soron tartózkodó legerôsebb egységet.
200001_fluff;Ha ez kellene ahhoz, hogy megmentsük a világot, akkor jobb, ha inkább hagyjuk elpusztulni.
200001_name;Ríviai Geralt
200001_tooltip;<keyword=resilient>Kitartás</keyword>.\n<keyword=order>Vezényszó</keyword>: Túltölti Cahir Dyffrynt ennyivel: {Boost} , és <keyword=duel>Párbajozik</keyword> egy ellenséggel.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
200002_fluff;Ezek a kis fickók már majdhogynem aranyosak, persze csak ha nem számítjuk a gyilkos természetüket.
200002_name;Nekker
200002_tooltip;Minden körben, a kör kezdetén egy Nekkert <keyword=summon>Idéz</keyword> erre a sorra a paklidból.
200003_fluff;Csúnya – a természet így közli veled, hogy "tartsd távol magad".
200003_name;Arakász dolgozó
200003_tooltip;Akárhányszor ez az egység sebzôdik és túléli, egy Arakász ivadékot <keyword=spawn>Szólít</keyword>.
200004_fluff;Legyenek óvatosak a jó urak, nekkerek vannak ez alatt a híd alatt.
200004_name;Nekker harcos
200004_tooltip;Egy bronz szövetséges választása után a csatamezôn vagy a kézben {Counter} példányt <keyword=spawn>Szólít</keyword> belôle a paklidba.
200005_fluff;A pokolfajzat egy kicsit a szarvasra hajaz. Egy hatalmas, gonosz szarvasra.
200005_name;Pokolfajzat
200005_tooltip;<keyword=deploy>Bevetés</keyword>: 3 szomszédos ellenséges egység erejét lefelezi.
200006_fluff;Pirosat a pirossal, fehéret a fehérrel, sárgát a sárgával. Ha így varrod össze, az biztos jó lesz.
200006_name;Tábori orvos
200006_tooltip;<keyword=deploy>Bevetés</keyword>: Kijátszik egy véletlenszerûen választott szövetségest a temetôdbôl.
200010_fluff;Habár a vajákos igen kapzsi s aranyra éhes, ne adjatok neki többet, mint: vízbefúltért: ezüstgarast, vagy egy s felet.
200010_name;Vízbefúlt
200010_tooltip;Egy ellenséget a másik sorra mozgat, és {Damage} sebzést okoz neki.
200011_fluff;A griffek szeretnek játszadozni a prédájukkal. Élve falják fel ôket, apránként, darabonként.
200011_name;Griff
200011_tooltip;Egy találomra választott ellenséget az ezen egységgel átellenes sorra mozgat, és minden, azon a soron tartózkodó egységnek {Damage} sebzést okoz.
200013_fluff;A Szarvasmarha Védelmi Erô egyik tagja. Mindig hûséges!
200013_name;Chort
200013_tooltip;Nincs képessége.
200015_fluff;Ez egy griff, csak azoknál kicsit... griffesebb.
200015_name;Nemesgriff
200015_tooltip;Egy találomra választott szövetségest erre a sorra mozggat, és minden, ugyanitt található egységet túltölt 4-gyel.
200229_fluff;Ha kifogysz a parasztokból, az álca is kitûnô nyílfogó.
200229_name;Álca
200229_tooltip;<keyword=restraint>Megfékezett</keyword>.\nA csatamezôrôl visszaküld egy egységet a kézbe.
200245_fluff;Képzeld el egy szárnyas gyík és egy rémálom keresztezését. Na, a vívernek annál is rosszabbak.
200245_name;Vívern
200245_tooltip;Túltölti magát a soron található egységek számával, és azonos értékkel sebez egy ellenséget.
200266_fluff;A férjurát tíz évig, Önt pedig már jó nyolc esztendeje szolgálom. És mindez idô alatt még egyszer sem harcoltam ennél nemesebb ügyért.
200266_name;Reynard Odo
200266_tooltip;<keyword=deploy>Bevetés</keyword>: 1 <keyword=charge>Roham</keyword> pontot ad a lemerült <keyword=order>Vezényszóval</keyword> bíró egységeknek.
200267_fluff;Felség... Az, hogy a királynô leereszkedjen a köznéphez, egyszerûen nem járja...
200267_name;Caldwell gróf
200267_tooltip;<keyword=deploy>Bevetés</keyword>: Minden szomszédos egységbôl egy újabb példányt játszik ki a paklidból.
200268_fluff;A népünket etetik, az ellenségeinket kivéreztetik.
200268_name;Lyriai kaszás
200268_tooltip;<keyword=loyal>Hûséges</keyword>: Túltölti ezt az egységet ennyivel: {Boost}.
200269_fluff;Milyen tábori kórház, katona?! Tegye sínbe azt a kart, küldjön le két korty szíverôsítôt, aztán húzza vissza a valagát az alakzatba!
200269_name;Erôsítô fôzet
200269_tooltip;Túltölt egy egységet ennyivel: {Boost}.
200270_fluff;Háborús veterán vagyok! Meg tudna szánni egy guldennel?
200270_name;Nyomorult gyalogság
200270_tooltip;<keyword=deploy>Bevetés</keyword>: Egy alap példányt <keyword=spawn>Szólít</keyword> ebbôl az egységbôl.\nMinden körben, a kör kezdetén ennek az egységnek az ereje azonos lesz a vele szomszédos leggyengébb egységével. Ha nincs vele szomszédos egység, megsemmisül.\n<keyword=armor>Páncél</keyword>: 5.
200271_fluff;A beavatottak minden szeszélyét kielégítik - úgy élnek Arethusában, mint a hercegnôk. Cserébe a fél város - varrónôk, kalapkészítôk, cukrászok, kifutófiúk -  abból él, hogy kiszolgálja ôket...
200271_name;Arethusa beavatott +
200271_tooltip;<keyword=immune>Immunis</keyword>.\n<keyword=deploy>Bevetés</keyword>: Válassz egy bronz szövetségest a kezedben vagy a csatamezôn, és {Counter} példányt hozzáad a paklidhoz. Aztán túltölt minden kézben, pakliban és csatamezôn található példányt ennyivel: {Boost}.
200272_fluff;A semmibôl valamit – ez az én mesterségem.
200272_name;Lyriai kovács
200272_tooltip;<keyword=deploy>Bevetés</keyword>: Kijátszik egy csecsebecsét a temetôbôl, és <keyword=doomed>Múlandó</keyword> státuszt ad neki.
200273_fluff;Egy kôhajító felér vagy száz talpassal... És ezer hozzád hasonló féreggel.
200273_name;Kôhajító
200273_tooltip;<keyword=deploy>Bevetés</keyword>: 3 szomszédos egységnek 1 sebzést okoz.\nAkárhányszor egységet játszol ki ez mellé, megismétli a <keyword=deploy>Bevetés</keyword> képességet.\n<keyword=armor>Páncél</keyword>: 4
200274_fluff;A Jóság Könyve azt mondja, a világ egy kert, amit egyszer az istenek az embernek adományoztak. Mi, emberek, pedig elhanyagoltuk ezt a kertet!
200274_name;Deneslei Eyck
200274_tooltip;Akárhányszor egy szövetséges sebzôdik, önmagát <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen}.
200275_fluff;A többi troll mindig is kicsit furcsának találta ôt - végtére is, aki épelméjû, annak esze ágában sem lenne elônyben részesíteni a színes ócskaságokat a kövekkel szemben.
200275_name;Shupe
